tipo_doc,num_doc,monto_6_meses,ingresos_mensuales,canales_usados,tipo_persona,monto_total
CEDULA DE CIUDADANIA,5237327882919510000,35490000,3908262,"CAJERO, SUCURSAL",PERSONA NATURAL,69910000
CEDULA DE CIUDADANIA,1834935100145330000,104400000,8459194,"SUCURSAL, CAJERO",PERSONA NATURAL,126600000
CEDULA DE CIUDADANIA,2835134809072600000,60700000,9077986,"CAJERO, SUCURSAL",PERSONA NATURAL,60700000
CEDULA DE CIUDADANIA,8806237867495640000,4700000,99914,"SUCURSAL, CAJERO",PERSONA NATURAL,94369413
CEDULA DE CIUDADANIA,182787350181252000,72900000,5454172,"SUCURSAL, CAJERO",PERSONA NATURAL,243400000
CEDULA DE CIUDADANIA,3480817200523280000,256590000,3233707,"SUCURSAL, CAJERO",PERSONA NATURAL,262490000
CEDULA DE CIUDADANIA,1379493883950440000,147600000,8089941,"SUCURSAL, CAJERO",PERSONA NATURAL,165400000
CEDULA DE CIUDADANIA,7651156269071360000,657600000,3981046,SUCURSAL,PERSONA NATURAL,1176700000
CEDULA DE CIUDADANIA,4466616207613360000,79110000,9095661,"CAJERO, SUCURSAL",PERSONA NATURAL,84760000
CEDULA DE CIUDADANIA,6690041010895330,316485225,7518955,"CAJERO, SUCURSAL",PERSONA NATURAL,599307340
CEDULA DE CIUDADANIA,1547557754348360000,288900000,8636334,"CAJERO, SUCURSAL",PERSONA NATURAL,479100000
CEDULA DE CIUDADANIA,6678535552275620000,27940000,4915702,"SUCURSAL, CAJERO",PERSONA NATURAL,70280000
CEDULA DE CIUDADANIA,3161408545231560000,51700000,6562548,"SUCURSAL, CAJERO",PERSONA NATURAL,169257000
REGISTRO CIVIL,2661420267909330000,51300000,6620091,CAJERO,PERSONA NATURAL,55600000
CEDULA DE CIUDADANIA,297349746412536000,119058948,3395370,"CAJERO, SUCURSAL",PERSONA NATURAL,127058948
CEDULA DE CIUDADANIA,1894591884167250000,32550000,4792341,"CAJERO, SUCURSAL",PERSONA NATURAL,91100000
CEDULA DE CIUDADANIA,8382023686639970000,84300000,6249322,"CAJERO, SUCURSAL",PERSONA NATURAL,85500000
CEDULA DE CIUDADANIA,6912824901039510000,823426000,8998859,"CAJERO, SUCURSAL",PERSONA NATURAL,1366337400
CEDULA DE CIUDADANIA,1754050189477170000,34900000,1105089,CAJERO,PERSONA NATURAL,184256950
CEDULA DE CIUDADANIA,8416155320671650000,235350000,2826571,"SUCURSAL, CAJERO",PERSONA NATURAL,248350000
CEDULA DE CIUDADANIA,521974649603562000,7550000,2344798,CAJERO,PERSONA NATURAL,56007000
CEDULA DE CIUDADANIA,268799969069814000,39310000,5315950,"CAJERO, SUCURSAL",PERSONA NATURAL,57549000
CEDULA DE CIUDADANIA,4050476135630900000,27400000,9266606,"CAJERO, SUCURSAL",PERSONA NATURAL,54920000
NIT,1926245554558960000,706903300,7731354,SUCURSAL,PERSONA JURIDICA,1226590317
CEDULA DE CIUDADANIA,7896227427262130000,73900000,4158262,"SUCURSAL, CAJERO",PERSONA NATURAL,81100000
NIT,80950108322130100,2014021938,3371198,"SUCURSAL, CAJERO",PERSONA JURIDICA,5113172723
CEDULA DE CIUDADANIA,7593044068260030000,33630000,8012881,"SUCURSAL, CAJERO",PERSONA NATURAL,65630000
CEDULA DE CIUDADANIA,3530995393022440000,63400000,1325383,"CAJERO, SUCURSAL",PERSONA NATURAL,65530768
CEDULA DE CIUDADANIA,2823537812301110000,53525000,5999036,"CAJERO, SUCURSAL",PERSONA NATURAL,57575000
CEDULA DE CIUDADANIA,7322235718847590000,41840000,913740,CAJERO,PERSONA NATURAL,66440000
CEDULA DE CIUDADANIA,4528781496702470000,125000000,3109949,"CAJERO, SUCURSAL",PERSONA NATURAL,130500000
CEDULA DE CIUDADANIA,4024519804534900000,20370000,859817,"SUCURSAL, CAJERO",PERSONA NATURAL,57350000
CEDULA DE CIUDADANIA,2006458144929770000,66650000,3142078,"SUCURSAL, CAJERO",PERSONA NATURAL,91650000
CEDULA DE CIUDADANIA,730126811492415000,66000000,2304311,"SUCURSAL, CAJERO",PERSONA NATURAL,94700000
CEDULA DE CIUDADANIA,551789351157778000,108049000,7329548,"CAJERO, SUCURSAL",PERSONA NATURAL,143109000
CEDULA DE CIUDADANIA,1647549292555210000,35090000,2951211,"CORRESPONSAL, CAJERO",PERSONA NATURAL,58203080
CEDULA DE CIUDADANIA,5584431936474780000,68100000,7204179,"SUCURSAL, CAJERO",PERSONA NATURAL,69400000
CEDULA DE CIUDADANIA,4296281218659100000,98207000,7251198,"CAJERO, SUCURSAL",PERSONA NATURAL,182191000
CEDULA DE CIUDADANIA,4208849035364680000,31200000,6543910,CAJERO,PERSONA NATURAL,107600000
CEDULA DE CIUDADANIA,7753532544142020000,405314090,7157194,"SUCURSAL, CAJERO",PERSONA NATURAL,413814090
CEDULA DE CIUDADANIA,7887922559381890000,56770000,4261542,CAJERO,PERSONA NATURAL,56770000
CEDULA DE CIUDADANIA,6067405014937840000,101200000,2242888,"SUCURSAL, CAJERO",PERSONA NATURAL,141016000
CEDULA DE CIUDADANIA,9165984737211060000,1107616745,2292767,"SUCURSAL, CAJERO",PERSONA NATURAL,2550919745
CEDULA DE CIUDADANIA,1981889798839290000,15620000,238334,CAJERO,PERSONA NATURAL,117014200
CEDULA DE CIUDADANIA,2477256718446390000,129500000,8436848,"SUCURSAL, CAJERO",PERSONA NATURAL,134987000
CEDULA DE CIUDADANIA,4324746495684660000,191040000,1948518,"CAJERO, SUCURSAL",PERSONA NATURAL,191440000
CEDULA DE CIUDADANIA,953745493736381000,51250000,9611284,CAJERO,PERSONA NATURAL,63400000
NIT,752599242914447000,1311976850,8308224,"CAJERO, SUCURSAL",PERSONA JURIDICA,1346733330
CEDULA DE CIUDADANIA,4882279120528150000,30000000,3464369,SUCURSAL,PERSONA NATURAL,60000000
CEDULA DE CIUDADANIA,929935792085571000,80784995,7958412,"CAJERO, SUCURSAL",PERSONA NATURAL,88774995
CEDULA DE CIUDADANIA,5436498459462870000,67850000,9642589,"SUCURSAL, CAJERO",PERSONA NATURAL,69270000
CEDULA DE CIUDADANIA,9210856748034980000,24372000,7187046,"SUCURSAL, CAJERO",PERSONA NATURAL,58974573
CEDULA DE CIUDADANIA,9198404312079090000,80168200,9595515,"CAJERO, SUCURSAL",PERSONA NATURAL,102958200
CEDULA DE CIUDADANIA,5661006233395100000,50700000,2136564,CAJERO,PERSONA NATURAL,72700000
CEDULA DE CIUDADANIA,1562291807011110000,57770400,819637,"SUCURSAL, CAJERO",PERSONA NATURAL,326705400
CEDULA DE CIUDADANIA,7800040862274230000,126086000,874458,SUCURSAL,PERSONA NATURAL,126086000
CEDULA DE CIUDADANIA,5500720764184300000,46000000,6217206,"SUCURSAL, CAJERO",PERSONA NATURAL,60500000
CEDULA DE CIUDADANIA,2991364504047010000,74023100,3500271,SUCURSAL,PERSONA NATURAL,74023100
CEDULA DE CIUDADANIA,2487591118903340000,84900000,3689344,"CAJERO, SUCURSAL",PERSONA NATURAL,86900000
CEDULA DE CIUDADANIA,3447603967700870000,10951397,3961015,"SUCURSAL, CAJERO",PERSONA NATURAL,72080397
CEDULA DE CIUDADANIA,8742365285236010000,31240000,5942113,"CAJERO, SUCURSAL",PERSONA NATURAL,79520000
CEDULA DE CIUDADANIA,477194569944290000,36960000,9461788,SUCURSAL,PERSONA NATURAL,399938601
CEDULA DE CIUDADANIA,1292141180248410000,192100000,1971846,"CAJERO, SUCURSAL",PERSONA NATURAL,350000000
CEDULA DE CIUDADANIA,1145988756594640000,74500000,9598612,"SUCURSAL, CAJERO",PERSONA NATURAL,74500000
CEDULA DE CIUDADANIA,1394513720887760000,63300000,3202784,SUCURSAL,PERSONA NATURAL,63300000
CEDULA DE CIUDADANIA,2867512604812380000,97286000,7527701,"SUCURSAL, CAJERO",PERSONA NATURAL,110417900
CEDULA DE CIUDADANIA,3598121478569300000,103980000,2384044,"CAJERO, SUCURSAL",PERSONA NATURAL,105590000
CEDULA DE CIUDADANIA,3448658536533140000,83390000,9645794,"CAJERO, SUCURSAL",PERSONA NATURAL,86210000
CEDULA DE CIUDADANIA,4392717667242840000,25000000,9341761,"SUCURSAL, CAJERO",PERSONA NATURAL,162943200
CEDULA DE CIUDADANIA,7681679697665710000,96160000,916995,CAJERO,PERSONA NATURAL,105630000
CEDULA DE CIUDADANIA,515250522569090000,509780000,608606,"CAJERO, SUCURSAL",PERSONA NATURAL,517380000
CEDULA DE CIUDADANIA,7297650920332410000,114800000,4069120,"SUCURSAL, CAJERO",PERSONA NATURAL,165800000
CEDULA DE CIUDADANIA,8596350724389110000,195080000,4720018,"SUCURSAL, CAJERO, CORRESPONSAL",PERSONA NATURAL,197930000
CEDULA DE CIUDADANIA,1687686920818050000,68329793,8850639,"CAJERO, SUCURSAL",PERSONA NATURAL,220134999
CEDULA DE CIUDADANIA,2674200863837040000,106770000,4401392,"SUCURSAL, CAJERO",PERSONA NATURAL,126730000
CEDULA DE CIUDADANIA,3813479658497700000,60150000,6461306,"CAJERO, SUCURSAL",PERSONA NATURAL,78290000
CEDULA DE CIUDADANIA,2598392055497430000,82834470,459146,"SUCURSAL, CAJERO",PERSONA NATURAL,90734470
CEDULA DE CIUDADANIA,2191742712543080000,253400000,7404663,"SUCURSAL, CAJERO",PERSONA NATURAL,253400000
CEDULA DE CIUDADANIA,6527326439717230000,64367000,7071258,"CAJERO, SUCURSAL",PERSONA NATURAL,66417000
CEDULA DE CIUDADANIA,680589911925294000,61640000,1872103,"SUCURSAL, CAJERO",PERSONA NATURAL,65110000
CEDULA DE CIUDADANIA,6235484913084020000,226266016,7809427,"SUCURSAL, CAJERO",PERSONA NATURAL,234652016
CEDULA DE CIUDADANIA,7337010829898630000,128270000,4659381,"CAJERO, SUCURSAL",PERSONA NATURAL,128270000
CEDULA DE CIUDADANIA,8372099970054860000,92100000,2708110,"CAJERO, SUCURSAL",PERSONA NATURAL,102070000
CEDULA DE CIUDADANIA,5621386536833330000,55000000,9612083,SUCURSAL,PERSONA NATURAL,75000000
CEDULA DE CIUDADANIA,5077646163427960000,30894000,7448989,"SUCURSAL, CORRESPONSAL, CAJERO",PERSONA NATURAL,59593000
NIT,7887448507178510000,1871860000,4842834,"CAJERO, SUCURSAL",PERSONA JURIDICA,3098167073
CEDULA DE CIUDADANIA,435786512979702000,62700000,9560656,"CAJERO, SUCURSAL",PERSONA NATURAL,64500000
CEDULA DE CIUDADANIA,3402843468437230000,19100000,6994850,"SUCURSAL, CAJERO",PERSONA NATURAL,68600000
CEDULA DE CIUDADANIA,5784330430971140000,437221409,8761099,"CAJERO, SUCURSAL",PERSONA NATURAL,443720823
CEDULA DE CIUDADANIA,1405376275168940000,10000000,3848730,SUCURSAL,PERSONA NATURAL,73500000
CEDULA DE CIUDADANIA,3443176658112610000,20350000,2217184,CAJERO,PERSONA NATURAL,62520000
CEDULA DE CIUDADANIA,3937149801164460000,69430000,4234399,"CAJERO, SUCURSAL",PERSONA NATURAL,69700000
CEDULA DE CIUDADANIA,4480949420486270000,29750000,9737362,"SUCURSAL, CAJERO",PERSONA NATURAL,92850000
CEDULA DE CIUDADANIA,1039072244738340000,258325000,7628016,"SUCURSAL, CAJERO",PERSONA NATURAL,304498000
CEDULA DE CIUDADANIA,5333772364172110000,54620000,1224077,"CAJERO, SUCURSAL",PERSONA NATURAL,55060000
CEDULA DE CIUDADANIA,2288176116802750000,43320000,4870625,"CAJERO, SUCURSAL",PERSONA NATURAL,67370000
CEDULA DE CIUDADANIA,4058869268894520000,170217000,6103713,"CAJERO, SUCURSAL",PERSONA NATURAL,204598500
CEDULA DE CIUDADANIA,2266905376658250000,370616000,1362416,SUCURSAL,PERSONA NATURAL,533616000
CEDULA DE CIUDADANIA,2712903166986510000,64000000,9812538,SUCURSAL,PERSONA NATURAL,100000000
CEDULA DE CIUDADANIA,5089185922278480000,151000000,8421950,SUCURSAL,PERSONA NATURAL,260000000
CEDULA DE CIUDADANIA,8192346079873170000,69850000,5314488,"CAJERO, SUCURSAL",PERSONA NATURAL,105780000
CEDULA DE CIUDADANIA,8187400411909190000,60000000,7502816,SUCURSAL,PERSONA NATURAL,60000000
CEDULA DE CIUDADANIA,2069663760610310000,154500000,5250362,"SUCURSAL, CAJERO",PERSONA NATURAL,225300000
CEDULA DE CIUDADANIA,8334678067138010000,68400000,905921,"CAJERO, SUCURSAL",PERSONA NATURAL,91500000
CEDULA DE CIUDADANIA,2904126581678280000,31557000,2636229,"CAJERO, CORRESPONSAL, SUCURSAL",PERSONA NATURAL,182457000
CEDULA DE CIUDADANIA,8248777818577580000,82670000,103012,"CAJERO, SUCURSAL",PERSONA NATURAL,197270000
CEDULA DE CIUDADANIA,2204931128865270000,54000000,4049146,CAJERO,PERSONA NATURAL,57850000
CEDULA DE CIUDADANIA,6965905663263310000,103020000,4889782,"SUCURSAL, CAJERO",PERSONA NATURAL,125320000
CEDULA DE CIUDADANIA,5177348856210400000,334086300,7714692,"SUCURSAL, CAJERO",PERSONA NATURAL,334086300
CEDULA DE CIUDADANIA,7231772496140950000,59400000,1431138,"SUCURSAL, CAJERO",PERSONA NATURAL,64920000
CEDULA DE CIUDADANIA,8014083646142230000,137207000,8443581,"CAJERO, SUCURSAL",PERSONA NATURAL,190417000
CEDULA DE CIUDADANIA,7836587746771360000,697882000,7427569,"SUCURSAL, CAJERO",PERSONA NATURAL,1033082000
CEDULA DE CIUDADANIA,759518405376261000,52891000,8108302,"SUCURSAL, CAJERO",PERSONA NATURAL,70391000
CEDULA DE CIUDADANIA,2884716948822060000,79880000,7197011,"SUCURSAL, CAJERO",PERSONA NATURAL,102360000
CEDULA DE CIUDADANIA,7038173009107680000,57200000,998052,"SUCURSAL, CAJERO",PERSONA NATURAL,187700000
CEDULA DE CIUDADANIA,8054011566051430000,39230000,7479806,"SUCURSAL, CAJERO",PERSONA NATURAL,81020000
CEDULA DE CIUDADANIA,7665931763531900000,49231120,4627174,"CAJERO, SUCURSAL",PERSONA NATURAL,76305120
CEDULA DE CIUDADANIA,6656289984453050000,56210000,8772806,CAJERO,PERSONA NATURAL,65710000
CEDULA DE CIUDADANIA,4097762109489140000,18730000,1588777,CAJERO,PERSONA NATURAL,58880000
CEDULA DE CIUDADANIA,3204905622896440000,109877000,1368776,"CAJERO, SUCURSAL",PERSONA NATURAL,237226620
CEDULA DE CIUDADANIA,7304616498397120000,279700000,8459176,"SUCURSAL, CAJERO",PERSONA NATURAL,279700000
CEDULA DE CIUDADANIA,4520107977954270000,88920000,226693,"SUCURSAL, CAJERO",PERSONA NATURAL,98420000
CEDULA DE CIUDADANIA,8772738077948010000,72800000,6432282,"CAJERO, SUCURSAL",PERSONA NATURAL,75100000
CEDULA DE CIUDADANIA,4450697732877250000,485954000,1776744,"CAJERO, SUCURSAL",PERSONA NATURAL,695154000
CEDULA DE CIUDADANIA,5329288304943430000,87470000,8062225,"CAJERO, SUCURSAL",PERSONA NATURAL,122274200
CEDULA DE CIUDADANIA,6116828672495500000,78500000,7153358,"SUCURSAL, CAJERO",PERSONA NATURAL,89500000
CEDULA DE CIUDADANIA,4870173504697120000,61650000,4399422,"SUCURSAL, CAJERO",PERSONA NATURAL,61850000
CEDULA DE CIUDADANIA,598419027580951000,130100000,9261173,"SUCURSAL, CAJERO",PERSONA NATURAL,133000000
CEDULA DE CIUDADANIA,1811345664839260000,77950000,8834687,"SUCURSAL, CAJERO",PERSONA NATURAL,84490000
CEDULA DE CIUDADANIA,4536793256437120000,124700000,1120132,"SUCURSAL, CAJERO",PERSONA NATURAL,174400000
CEDULA DE CIUDADANIA,6143711111753430000,59000000,5209399,"CAJERO, SUCURSAL",PERSONA NATURAL,151000000
CEDULA DE CIUDADANIA,2537233843575500000,59300000,5242054,"SUCURSAL, CAJERO",PERSONA NATURAL,185320000
CEDULA DE CIUDADANIA,6277300491563120000,33900000,374116,"SUCURSAL, CAJERO",PERSONA NATURAL,66200000
CEDULA DE CIUDADANIA,2917678269218370000,82300000,7503128,"CAJERO, SUCURSAL",PERSONA NATURAL,102000000
CEDULA DE CIUDADANIA,7376029449365470000,74297474,3888155,"CAJERO, SUCURSAL",PERSONA NATURAL,81597474
CEDULA DE CIUDADANIA,983605605481840000,44550000,2476984,"SUCURSAL, CAJERO",PERSONA NATURAL,70950000
CEDULA DE CIUDADANIA,4038444686566930000,37600000,7822178,"SUCURSAL, CAJERO",PERSONA NATURAL,56050000
CEDULA DE CIUDADANIA,4400486665186100000,114000000,9608649,CAJERO,PERSONA NATURAL,116400000
CEDULA DE CIUDADANIA,4321117559143020000,69610000,6905478,"SUCURSAL, CAJERO",PERSONA NATURAL,105120000
CEDULA DE CIUDADANIA,1181302215400030000,864985841,161869,SUCURSAL,PERSONA NATURAL,1227843746
CEDULA DE CIUDADANIA,2140413247399280000,33742500,7852142,CORRESPONSAL,PERSONA NATURAL,57051500
CEDULA DE CIUDADANIA,2131448100721570000,37740000,2977021,CAJERO,PERSONA NATURAL,59220000
CEDULA DE CIUDADANIA,4933688250249740000,117561354,2158470,"SUCURSAL, CAJERO",PERSONA NATURAL,117861354
CEDULA DE CIUDADANIA,7946740698519620000,79892000,8729028,"CAJERO, SUCURSAL",PERSONA NATURAL,96392000
CEDULA DE CIUDADANIA,4019014877443050000,69000000,3207611,"CAJERO, SUCURSAL",PERSONA NATURAL,96660000
CEDULA DE CIUDADANIA,5011253843338050000,44895000,7503128,"CAJERO, CORRESPONSAL, SUCURSAL",PERSONA NATURAL,62273000
CEDULA DE CIUDADANIA,4521736245067380000,27700000,7216089,"SUCURSAL, CAJERO",PERSONA NATURAL,90900000
CEDULA DE CIUDADANIA,3412585833740170000,37160000,6504153,CAJERO,PERSONA NATURAL,57030000
CEDULA DE CIUDADANIA,2844672716147570000,78900000,5136292,CAJERO,PERSONA NATURAL,125970000
CEDULA DE EXTRANJERIA,1339269966732050000,15200000,699853,"SUCURSAL, CAJERO",PERSONA NATURAL,70200000
CEDULA DE CIUDADANIA,1738771605832520000,157698924,7547503,"SUCURSAL, CAJERO",PERSONA NATURAL,206981320
CEDULA DE CIUDADANIA,793804079787644000,99481770,5712071,"SUCURSAL, CAJERO",PERSONA NATURAL,128306370
CEDULA DE CIUDADANIA,7786351245178270000,923400000,8789517,"CAJERO, SUCURSAL",PERSONA NATURAL,1707400000
CEDULA DE CIUDADANIA,3196389628589840000,106200000,3281290,"SUCURSAL, CAJERO",PERSONA NATURAL,112900000
CEDULA DE CIUDADANIA,3596290940862350000,55800000,4694897,"SUCURSAL, CAJERO",PERSONA NATURAL,108445000
CEDULA DE CIUDADANIA,5472312256202770000,74900000,2441762,CAJERO,PERSONA NATURAL,80900000
CEDULA DE CIUDADANIA,7174583091737480000,823772700,4869245,SUCURSAL,PERSONA NATURAL,893772700
CEDULA DE CIUDADANIA,7998011313596470000,60840000,3720281,"CAJERO, SUCURSAL",PERSONA NATURAL,64540000
CEDULA DE CIUDADANIA,6187214039641400000,40890026,6844510,"SUCURSAL, CAJERO",PERSONA NATURAL,162200023
CEDULA DE CIUDADANIA,8595886050263580000,58550000,8901112,"CAJERO, SUCURSAL",PERSONA NATURAL,102050000
CEDULA DE CIUDADANIA,84110498494999100,77370000,4165095,"CAJERO, SUCURSAL",PERSONA NATURAL,84970000
CEDULA DE CIUDADANIA,112080496276634000,123800000,9287971,"CAJERO, SUCURSAL",PERSONA NATURAL,175950000
CEDULA DE CIUDADANIA,5158283829014200000,96620000,8475082,"CAJERO, SUCURSAL",PERSONA NATURAL,106870000
CEDULA DE CIUDADANIA,4748966498472320000,88810000,8460112,"CAJERO, SUCURSAL",PERSONA NATURAL,99840000
CEDULA DE CIUDADANIA,9166283700516560000,992000000,3555053,"SUCURSAL, CAJERO",PERSONA NATURAL,1029000000
CEDULA DE CIUDADANIA,3685839312551610000,59170800,37275,"CAJERO, SUCURSAL",PERSONA NATURAL,66270800
CEDULA DE CIUDADANIA,3276934599830410000,50200000,9726797,CAJERO,PERSONA NATURAL,57900000
CEDULA DE CIUDADANIA,6806599581141530000,51180000,2321112,"SUCURSAL, CAJERO",PERSONA NATURAL,73660000
CEDULA DE CIUDADANIA,4234156842398810000,32000000,241655,SUCURSAL,PERSONA NATURAL,62164910
CEDULA DE CIUDADANIA,6197632583439510000,65408000,8558209,SUCURSAL,PERSONA NATURAL,65408000
CEDULA DE CIUDADANIA,4762706645954900000,38996760,9064076,"SUCURSAL, CAJERO",PERSONA NATURAL,84068260
CEDULA DE CIUDADANIA,1845391318792990000,10000000,138708,"SUCURSAL, CAJERO",PERSONA NATURAL,274500000
CEDULA DE CIUDADANIA,2272529826485050000,156900000,3442693,"CAJERO, SUCURSAL",PERSONA NATURAL,160900000
CEDULA DE CIUDADANIA,2575240791042740000,55000000,9604931,SUCURSAL,PERSONA NATURAL,55000000
CEDULA DE CIUDADANIA,5615413015863920000,56024000,3757025,"SUCURSAL, CAJERO, CORRESPONSAL",PERSONA NATURAL,65432000
CEDULA DE CIUDADANIA,8177896863056740000,105860000,773903,"SUCURSAL, CAJERO",PERSONA NATURAL,130260000
CEDULA DE CIUDADANIA,1722544465908890000,20250000,9726493,CAJERO,PERSONA NATURAL,205250000
CEDULA DE CIUDADANIA,7866049223802840000,47200000,8087389,"CAJERO, SUCURSAL",PERSONA NATURAL,57400000
CEDULA DE CIUDADANIA,5604447994342920000,240000000,8309250,"SUCURSAL, CAJERO",PERSONA NATURAL,263500000
CEDULA DE CIUDADANIA,2773874677694070000,213100000,817228,"CAJERO, SUCURSAL",PERSONA NATURAL,213950000
CEDULA DE CIUDADANIA,600991786345965000,59500000,2477611,SUCURSAL,PERSONA NATURAL,59500000
CEDULA DE CIUDADANIA,1100729259268520000,23500000,3898672,"CAJERO, SUCURSAL",PERSONA NATURAL,113300000
CEDULA DE CIUDADANIA,5198572454300340000,19400000,2676134,"CAJERO, SUCURSAL",PERSONA NATURAL,122443050
CEDULA DE CIUDADANIA,4571383690013920000,53446000,415021,"CAJERO, SUCURSAL",PERSONA NATURAL,57646000
CEDULA DE CIUDADANIA,2635781681476330000,22322289,6847746,SUCURSAL,PERSONA NATURAL,298537289
CEDULA DE CIUDADANIA,5717670754468130000,112230822,9310424,"CAJERO, SUCURSAL",PERSONA NATURAL,147680822
CEDULA DE CIUDADANIA,5770308324312420000,55980000,1756184,"CAJERO, SUCURSAL",PERSONA NATURAL,56730000
CEDULA DE CIUDADANIA,1588415325557900000,118000000,7443057,"CAJERO, SUCURSAL",PERSONA NATURAL,252500000
CEDULA DE CIUDADANIA,6517623229601890000,151900000,7477414,"SUCURSAL, CAJERO",PERSONA NATURAL,203300000
CEDULA DE CIUDADANIA,4188439184073590000,75526934,2499000,"SUCURSAL, CAJERO",PERSONA NATURAL,83376934
CEDULA DE CIUDADANIA,7499879164123000000,159265405,9568365,"SUCURSAL, CAJERO",PERSONA NATURAL,179965405
CEDULA DE CIUDADANIA,6567846388331170000,49420000,5363447,"CAJERO, SUCURSAL",PERSONA NATURAL,54710000
CEDULA DE CIUDADANIA,3022619110546890000,76100000,895093,"SUCURSAL, CAJERO",PERSONA NATURAL,78300000
CEDULA DE CIUDADANIA,1081792746003160000,48200000,5346586,CAJERO,PERSONA NATURAL,55200000
CEDULA DE CIUDADANIA,1894494587721090000,2300000,1136465,"CAJERO, SUCURSAL",PERSONA NATURAL,55720000
CEDULA DE CIUDADANIA,7768966394318730000,62173089,9600153,"CAJERO, SUCURSAL",PERSONA NATURAL,77263881
CEDULA DE CIUDADANIA,4764153387136610000,46280000,4966265,CAJERO,PERSONA NATURAL,72460000
CEDULA DE CIUDADANIA,6021483819074990000,67010000,271404,"SUCURSAL, CAJERO",PERSONA NATURAL,78530000
CEDULA DE CIUDADANIA,3253916644486240000,240090000,3253054,"SUCURSAL, CAJERO",PERSONA NATURAL,245090000
CEDULA DE CIUDADANIA,5968731887153120000,103563000,3759205,"SUCURSAL, CAJERO",PERSONA NATURAL,120063000
CEDULA DE CIUDADANIA,5417566144512910000,290254016,799751,"SUCURSAL, CAJERO",PERSONA NATURAL,352254016
NIT,197235119517331000,1067000000,1150888,"CAJERO, SUCURSAL",PERSONA JURIDICA,3003870000
CEDULA DE CIUDADANIA,5362109128809110000,94700000,8084916,"CAJERO, SUCURSAL",PERSONA NATURAL,95100000
CEDULA DE CIUDADANIA,3214534441084090000,73900000,8776431,"SUCURSAL, CAJERO",PERSONA NATURAL,85950000
CEDULA DE CIUDADANIA,5520743367977730000,130700000,6812197,SUCURSAL,PERSONA NATURAL,130864910
CEDULA DE CIUDADANIA,5262189934468930000,80340000,2374419,"CAJERO, SUCURSAL",PERSONA NATURAL,93940000
CEDULA DE CIUDADANIA,3522178190819450000,53829000,1382378,"SUCURSAL, CAJERO",PERSONA NATURAL,133563000
CEDULA DE CIUDADANIA,1998243739066870000,47590832,3699801,"CORRESPONSAL, CAJERO, SUCURSAL",PERSONA NATURAL,65416532
CEDULA DE CIUDADANIA,2935179668190600000,455884590,2523101,"SUCURSAL, CAJERO",PERSONA NATURAL,720954854
CEDULA DE CIUDADANIA,2739015081079560000,44600000,119993,"SUCURSAL, CAJERO",PERSONA NATURAL,85600000
CEDULA DE CIUDADANIA,3048525052041520000,175112000,1106641,"CAJERO, SUCURSAL",PERSONA NATURAL,264812000
CEDULA DE CIUDADANIA,2757746693984470000,160650000,9484616,SUCURSAL,PERSONA NATURAL,2201650000
CEDULA DE CIUDADANIA,3982448412240060000,85040000,4014506,"SUCURSAL, CAJERO",PERSONA NATURAL,88190000
CEDULA DE CIUDADANIA,6625499733269860000,46520000,8478268,"CAJERO, SUCURSAL",PERSONA NATURAL,81520000
CEDULA DE CIUDADANIA,6374409840219760000,101418000,9074467,"CAJERO, SUCURSAL",PERSONA NATURAL,104068000
CEDULA DE CIUDADANIA,6020028122872440000,50033000,3500588,"CORRESPONSAL, CAJERO",PERSONA NATURAL,76971000
CEDULA DE CIUDADANIA,1490709892802950000,968115596,6039158,"SUCURSAL, CAJERO",PERSONA NATURAL,1227614846
CEDULA DE EXTRANJERIA,512373724250885000,5090000,1880328,CAJERO,PERSONA NATURAL,151497300
CEDULA DE CIUDADANIA,7669337584375410000,105750000,8692467,"CAJERO, SUCURSAL",PERSONA NATURAL,107550000
CEDULA DE CIUDADANIA,5746659729540310000,64200000,3586611,CAJERO,PERSONA NATURAL,77850000
CEDULA DE CIUDADANIA,6226645233328730000,55360000,3148962,"SUCURSAL, CAJERO",PERSONA NATURAL,55960000
CEDULA DE CIUDADANIA,1105059781884680000,122770000,9301660,"SUCURSAL, CAJERO",PERSONA NATURAL,1160742151
CEDULA DE CIUDADANIA,2360835154589300000,104719000,6785573,"SUCURSAL, CAJERO",PERSONA NATURAL,138900500
CEDULA DE CIUDADANIA,8179480248248740000,50020000,1263153,CAJERO,PERSONA NATURAL,64920000
CEDULA DE CIUDADANIA,5962930691451720000,45900000,3523475,CAJERO,PERSONA NATURAL,64340000
CEDULA DE CIUDADANIA,3335680697808120000,44770000,6639819,"CAJERO, SUCURSAL",PERSONA NATURAL,60770000
NIT,3797583664247960000,575749437,7458330,"SUCURSAL, CAJERO",PERSONA JURIDICA,1150633818
CEDULA DE CIUDADANIA,8152144344081160000,37730000,6536330,"SUCURSAL, CAJERO",PERSONA NATURAL,69240000
CEDULA DE CIUDADANIA,1701951972035690000,59910200,3626790,"CAJERO, SUCURSAL",PERSONA NATURAL,68460200
CEDULA DE CIUDADANIA,7384644978017980000,909165000,6813981,SUCURSAL,PERSONA NATURAL,1398765000
CEDULA DE CIUDADANIA,2809670939089940000,54800000,8767502,"CAJERO, SUCURSAL",PERSONA NATURAL,58500000
CEDULA DE CIUDADANIA,476356939342271000,11900000,2173584,"SUCURSAL, CAJERO",PERSONA NATURAL,94133595
